"","CUSTID","DATE","HOUR","RHUM","TMP","KW"
"9974","A02SSH00302","6/20/2004 0:00:00",14,68,68,2.825
"9975","A02SSH00302","6/20/2004 0:00:00",15,63,69,1.775
"9976","A02SSH00302","6/20/2004 0:00:00",16,66,68,1.5725
"9977","A02SSH00302","6/20/2004 0:00:00",17,68,67,1.46
"9978","A02SSH00302","6/20/2004 0:00:00",18,73,65,1.12
"9979","A02SSH00302","6/20/2004 0:00:00",19,75,63,1.09
"9980","A02SSH00302","6/20/2004 0:00:00",20,78,62,1.03
"9981","A02SSH00302","6/20/2004 0:00:00",21,81,61,2.15
"9982","A02SSH00302","6/20/2004 0:00:00",22,81,61,3.1
"9983","A02SSH00302","6/20/2004 0:00:00",23,78,62,3.27
"9984","A02SSH00302","6/20/2004 0:00:00",24,81,61,3.345
"9985","A02SSH00302","6/21/2004 0:00:00",1,81,61,2.385
"9986","A02SSH00302","6/21/2004 0:00:00",2,81,61,1.405
"9987","A02SSH00302","6/21/2004 0:00:00",3,84,60,1.235
"9988","A02SSH00302","6/21/2004 0:00:00",4,81,60,1.13
"9989","A02SSH00302","6/21/2004 0:00:00",5,84,60,1.375
"9990","A02SSH00302","6/21/2004 0:00:00",6,81,61,1.125
"9991","A02SSH00302","6/21/2004 0:00:00",7,81,61,1.26
"9992","A02SSH00302","6/21/2004 0:00:00",8,81,61,1.1
"9993","A02SSH00302","6/21/2004 0:00:00",9,78,62,1.36
"9994","A02SSH00302","6/21/2004 0:00:00",10,70,64,2.855
"9995","A02SSH00302","6/21/2004 0:00:00",11,68,66,2.8725
"9996","A02SSH00302","6/21/2004 0:00:00",12,68,66,3.17
"9997","A02SSH00302","6/21/2004 0:00:00",13,73,66,3.37
"9998","A02SSH00302","6/21/2004 0:00:00",14,68,67,3.14
"9999","A02SSH00302","6/21/2004 0:00:00",15,70,66,2.41
"10000","A02SSH00302","6/21/2004 0:00:00",16,70,66,2.16
"10001","A02SSH00302","6/21/2004 0:00:00",17,70,65,1.71
"10002","A02SSH00302","6/21/2004 0:00:00",18,75,63,1.92
"10003","A02SSH00302","6/21/2004 0:00:00",19,78,62,2.04
"10004","A02SSH00302","6/21/2004 0:00:00",20,78,62,1.47
"10005","A02SSH00302","6/21/2004 0:00:00",21,78,62,1.65
"10006","A02SSH00302","6/21/2004 0:00:00",22,78,62,2.445
"10007","A02SSH00302","6/21/2004 0:00:00",23,78,62,1.91
"10008","A02SSH00302","6/21/2004 0:00:00",24,78,62,1.35
"10009","A02SSH00302","6/22/2004 0:00:00",1,78,62,1.28
"10010","A02SSH00302","6/22/2004 0:00:00",2,81,61,1.88
"10011","A02SSH00302","6/22/2004 0:00:00",3,81,61,1.965
"10012","A02SSH00302","6/22/2004 0:00:00",4,81,61,1.24
"10013","A02SSH00302","6/22/2004 0:00:00",5,81,61,1.21
"10014","A02SSH00302","6/22/2004 0:00:00",6,81,61,1.085
"10015","A02SSH00302","6/22/2004 0:00:00",7,78,62,1.16
"10016","A02SSH00302","6/22/2004 0:00:00",8,81,62,1.09
"10017","A02SSH00302","6/22/2004 0:00:00",9,75,63,1.3525
"10018","A02SSH00302","6/22/2004 0:00:00",10,78,63,2.845
"10019","A02SSH00302","6/22/2004 0:00:00",11,75,64,2.945
"10020","A02SSH00302","6/22/2004 0:00:00",12,73,65,2.845
"10021","A02SSH00302","6/22/2004 0:00:00",13,68,66,2.9
"10022","A02SSH00302","6/22/2004 0:00:00",14,63,68,3.14
"10023","A02SSH00302","6/22/2004 0:00:00",15,63,68,2.46
"10024","A02SSH00302","6/22/2004 0:00:00",16,61,68,1.32
"10025","A02SSH00302","6/22/2004 0:00:00",17,63,67,2.2
"10026","A02SSH00302","6/22/2004 0:00:00",18,68,65,1.535
"10027","A02SSH00302","6/22/2004 0:00:00",19,73,63,1.315
"10028","A02SSH00302","6/22/2004 0:00:00",20,78,62,1.125
"10029","A02SSH00302","6/22/2004 0:00:00",21,81,62,2.5975
"10030","A02SSH00302","6/22/2004 0:00:00",22,78,62,2.845
"10031","A02SSH00302","6/22/2004 0:00:00",23,75,63,2.48
"10032","A02SSH00302","6/22/2004 0:00:00",24,75,63,1.97
"10033","A02SSH00302","6/23/2004 0:00:00",1,75,63,1.41
"10034","A02SSH00302","6/23/2004 0:00:00",2,75,63,1.205
"10035","A02SSH00302","6/23/2004 0:00:00",3,75,63,1.085
"10036","A02SSH00302","6/23/2004 0:00:00",4,75,63,1.2125
"10037","A02SSH00302","6/23/2004 0:00:00",5,78,63,1.09
"10038","A02SSH00302","6/23/2004 0:00:00",6,81,62,1.2225
"10039","A02SSH00302","6/23/2004 0:00:00",7,75,63,1
"10040","A02SSH00302","6/23/2004 0:00:00",8,73,64,1.3
"10041","A02SSH00302","6/23/2004 0:00:00",9,68,67,1.105
"10042","A02SSH00302","6/23/2004 0:00:00",10,66,69,3.0075
"10043","A02SSH00302","6/23/2004 0:00:00",11,61,71,3.07
"10044","A02SSH00302","6/23/2004 0:00:00",12,57,73,2.97
"10045","A02SSH00302","6/23/2004 0:00:00",13,59,73,3.07
"10046","A02SSH00302","6/23/2004 0:00:00",14,62,72,3.53
"10047","A02SSH00302","6/23/2004 0:00:00",15,62,72,2.1925
"10048","A02SSH00302","6/23/2004 0:00:00",16,66,69,1.165
"10049","A02SSH00302","6/23/2004 0:00:00",17,73,67,0.775
"10050","A02SSH00302","6/23/2004 0:00:00",18,76,66,0.5
"10051","A02SSH00302","6/23/2004 0:00:00",19,78,65,0.675
"10052","A02SSH00302","6/23/2004 0:00:00",20,78,65,0.97
"10053","A02SSH00302","6/23/2004 0:00:00",21,78,65,1.435
"10054","A02SSH00302","6/23/2004 0:00:00",22,78,65,1.94
"10055","A02SSH00302","6/23/2004 0:00:00",23,78,65,2.01
"10056","A02SSH00302","6/23/2004 0:00:00",24,81,65,2.365
"10057","A02SSH00302","6/24/2004 0:00:00",1,81,65,1.8925
"10058","A02SSH00302","6/24/2004 0:00:00",2,81,65,1.755
"10059","A02SSH00302","6/24/2004 0:00:00",3,81,65,1.495
"10060","A02SSH00302","6/24/2004 0:00:00",4,84,64,1.61
"10061","A02SSH00302","6/24/2004 0:00:00",5,84,64,1.26
"10062","A02SSH00302","6/24/2004 0:00:00",6,84,64,1.37
"10063","A02SSH00302","6/24/2004 0:00:00",7,84,64,1.11
"10064","A02SSH00302","6/24/2004 0:00:00",8,78,66,1.375
"10065","A02SSH00302","6/24/2004 0:00:00",9,71,69,1.305
"10066","A02SSH00302","6/24/2004 0:00:00",10,68,71,3.11
"10067","A02SSH00302","6/24/2004 0:00:00",11,66,72,3.005
"10068","A02SSH00302","6/24/2004 0:00:00",12,64,72,2.82
"10069","A02SSH00302","6/24/2004 0:00:00",13,58,75,3.3625
"10070","A02SSH00302","6/24/2004 0:00:00",14,56,75,3.505
"10071","A02SSH00302","6/24/2004 0:00:00",15,59,73,2.79
"10072","A02SSH00302","6/24/2004 0:00:00",16,62,72,1.76
"10073","A02SSH00302","6/24/2004 0:00:00",17,71,68,1.5775
"10074","A02SSH00302","6/24/2004 0:00:00",18,73,66,2.035
"10075","A02SSH00302","6/24/2004 0:00:00",19,78,64,2.205
"10076","A02SSH00302","6/24/2004 0:00:00",20,81,63,2.3125
"10077","A02SSH00302","6/24/2004 0:00:00",21,81,63,2.76
"10078","A02SSH00302","6/24/2004 0:00:00",22,81,63,2.425
"10079","A02SSH00302","6/24/2004 0:00:00",23,81,63,3.055
"10080","A02SSH00302","6/24/2004 0:00:00",24,81,63,3.165
"10081","A02SSH00302","6/25/2004 0:00:00",1,84,63,3.375
"10082","A02SSH00302","6/25/2004 0:00:00",2,84,63,1.5525
"10083","A02SSH00302","6/25/2004 0:00:00",3,87,62,1.09
"10084","A02SSH00302","6/25/2004 0:00:00",4,84,62,1.33
"10085","A02SSH00302","6/25/2004 0:00:00",5,84,62,1.155
"10086","A02SSH00302","6/25/2004 0:00:00",6,84,62,1.29
"10087","A02SSH00302","6/25/2004 0:00:00",7,81,64,1.1125
"10088","A02SSH00302","6/25/2004 0:00:00",8,71,68,1.23
"10089","A02SSH00302","6/25/2004 0:00:00",9,59,73,1.425
"10090","A02SSH00302","6/25/2004 0:00:00",10,50,78,3.325
"10091","A02SSH00302","6/25/2004 0:00:00",11,56,77,3.33
"10092","A02SSH00302","6/25/2004 0:00:00",12,62,74,3.135
"10093","A02SSH00302","6/25/2004 0:00:00",13,62,74,3.555
"10094","A02SSH00302","6/25/2004 0:00:00",14,60,74,3.575
"10095","A02SSH00302","6/25/2004 0:00:00",15,64,72,2.665
"10096","A02SSH00302","6/25/2004 0:00:00",16,71,68,0.97
"10097","A02SSH00302","6/25/2004 0:00:00",17,68,69,0.99
"10098","A02SSH00302","6/25/2004 0:00:00",18,76,66,1.405
"10099","A02SSH00302","6/25/2004 0:00:00",19,81,64,1.16
"10100","A02SSH00302","6/25/2004 0:00:00",20,84,63,1.5775
"10101","A02SSH00302","6/25/2004 0:00:00",21,87,62,2.15
"10102","A02SSH00302","6/25/2004 0:00:00",22,87,62,2.745
"10103","A02SSH00302","6/25/2004 0:00:00",23,84,62,1.86
"10104","A02SSH00302","6/25/2004 0:00:00",24,87,61,2.275
"10105","A02SSH00302","6/26/2004 0:00:00",1,87,61,1.66
"10106","A02SSH00302","6/26/2004 0:00:00",2,90,61,2.09
"10107","A02SSH00302","6/26/2004 0:00:00",3,90,61,1.495
"10108","A02SSH00302","6/26/2004 0:00:00",4,90,61,1.625
"10109","A02SSH00302","6/26/2004 0:00:00",5,87,61,1.51
"10110","A02SSH00302","6/26/2004 0:00:00",6,90,61,1.5075
"10111","A02SSH00302","6/26/2004 0:00:00",7,87,61,1.205
"10112","A02SSH00302","6/26/2004 0:00:00",8,78,64,0.64
"10113","A02SSH00302","6/26/2004 0:00:00",9,57,73,1.36
"10114","A02SSH00302","6/26/2004 0:00:00",10,60,74,2.54
"10115","A02SSH00302","6/26/2004 0:00:00",11,62,73,2.6
"10116","A02SSH00302","6/26/2004 0:00:00",12,59,73,2.5575
"10117","A02SSH00302","6/26/2004 0:00:00",13,62,72,2.525
"10118","A02SSH00302","6/26/2004 0:00:00",14,64,71,2.6375
"10119","A02SSH00302","6/26/2004 0:00:00",15,64,71,2.2175
"10120","A02SSH00302","6/26/2004 0:00:00",16,66,69,1.39
"10121","A02SSH00302","6/26/2004 0:00:00",17,68,68,0.88
"10122","A02SSH00302","6/26/2004 0:00:00",18,75,65,0.735
"10123","A02SSH00302","6/26/2004 0:00:00",19,81,63,0.665
"10124","A02SSH00302","6/26/2004 0:00:00",20,81,62,2.075
"10125","A02SSH00302","6/26/2004 0:00:00",21,81,62,4.5525
"10126","A02SSH00302","6/26/2004 0:00:00",22,81,62,3.45
"10127","A02SSH00302","6/26/2004 0:00:00",23,87,61,2.395
"10128","A02SSH00302","6/26/2004 0:00:00",24,87,61,1.68
"10129","A02SSH00302","6/27/2004 0:00:00",1,87,61,1.525
"10130","A02SSH00302","6/27/2004 0:00:00",2,87,61,1.365
"10131","A02SSH00302","6/27/2004 0:00:00",3,87,61,1.41
"10132","A02SSH00302","6/27/2004 0:00:00",4,84,61,1.275
"10133","A02SSH00302","6/27/2004 0:00:00",5,81,61,1.315
"10134","A02SSH00302","6/27/2004 0:00:00",6,84,61,1.2675
"10135","A02SSH00302","6/27/2004 0:00:00",7,84,61,1.35
"10136","A02SSH00302","6/27/2004 0:00:00",8,81,62,1.09
"10137","A02SSH00302","6/27/2004 0:00:00",9,70,65,1.285
"10138","A02SSH00302","6/27/2004 0:00:00",10,66,68,2.605
"10139","A02SSH00302","6/27/2004 0:00:00",11,63,69,2.44
"10140","A02SSH00302","6/27/2004 0:00:00",12,66,68,2.47
"10141","A02SSH00302","6/27/2004 0:00:00",13,63,69,2.945
"10142","A02SSH00302","6/27/2004 0:00:00",14,66,68,2.995
"10143","A02SSH00302","6/27/2004 0:00:00",15,59,70,2.19
"10144","A02SSH00302","6/27/2004 0:00:00",16,66,68,1.52
"10145","A02SSH00302","6/27/2004 0:00:00",17,70,66,1.125
"10146","A02SSH00302","6/27/2004 0:00:00",18,73,65,1.49
"10147","A02SSH00302","6/27/2004 0:00:00",19,78,63,1.63
"10148","A02SSH00302","6/27/2004 0:00:00",20,75,64,2.125
"10149","A02SSH00302","6/27/2004 0:00:00",21,75,64,2.84
"10150","A02SSH00302","6/27/2004 0:00:00",22,78,64,3.0125
"10151","A02SSH00302","6/27/2004 0:00:00",23,78,64,2.1675
"10152","A02SSH00302","6/27/2004 0:00:00",24,78,64,2.115
"10153","A02SSH00302","6/28/2004 0:00:00",1,78,63,2.03
"10154","A02SSH00302","6/28/2004 0:00:00",2,78,63,1.425
"10155","A02SSH00302","6/28/2004 0:00:00",3,78,63,1.395
"10156","A02SSH00302","6/28/2004 0:00:00",4,81,62,1.26
"10157","A02SSH00302","6/28/2004 0:00:00",5,78,63,1.2925
"10158","A02SSH00302","6/28/2004 0:00:00",6,75,64,1.24
"10159","A02SSH00302","6/28/2004 0:00:00",7,73,64,1.395
"10160","A02SSH00302","6/28/2004 0:00:00",8,73,64,1.255
"10161","A02SSH00302","6/28/2004 0:00:00",9,75,64,1.3475
"10162","A02SSH00302","6/28/2004 0:00:00",10,68,66,2.745
"10163","A02SSH00302","6/28/2004 0:00:00",11,66,67,2.84
"10164","A02SSH00302","6/28/2004 0:00:00",12,66,67,3.1
"10165","A02SSH00302","6/28/2004 0:00:00",13,61,68,2.95
"10166","A02SSH00302","6/28/2004 0:00:00",14,63,67,3.7625
"10167","A02SSH00302","6/28/2004 0:00:00",15,61,67,3.1475
"10168","A02SSH00302","6/28/2004 0:00:00",16,63,66,1.485
"10169","A02SSH00302","6/28/2004 0:00:00",17,65,65,1.35
"10170","A02SSH00302","6/28/2004 0:00:00",18,70,63,1.26
"10171","A02SSH00302","6/28/2004 0:00:00",19,70,63,1.32
"10172","A02SSH00302","6/28/2004 0:00:00",20,70,62,1.085
"10173","A02SSH00302","6/28/2004 0:00:00",21,70,62,0.95
"10174","A02SSH00302","6/28/2004 0:00:00",22,73,62,1.84
"10175","A02SSH00302","6/28/2004 0:00:00",23,73,62,2.58
"10176","A02SSH00302","6/28/2004 0:00:00",24,73,62,2.74
"10177","A02SSH00302","6/29/2004 0:00:00",1,72,61,2.44
"10178","A02SSH00302","6/29/2004 0:00:00",2,70,61,2.02
"10179","A02SSH00302","6/29/2004 0:00:00",3,70,61,1.8275
"10180","A02SSH00302","6/29/2004 0:00:00",4,67,61,1.615
"10181","A02SSH00302","6/29/2004 0:00:00",5,65,62,1.3
"10182","A02SSH00302","6/29/2004 0:00:00",6,63,62,1.44
"10183","A02SSH00302","6/29/2004 0:00:00",7,60,63,1.38
"10184","A02SSH00302","6/29/2004 0:00:00",8,58,64,1.54
"10185","A02SSH00302","6/29/2004 0:00:00",9,56,65,1.41
"10186","A02SSH00302","6/29/2004 0:00:00",10,53,67,3.5
"10187","A02SSH00302","6/29/2004 0:00:00",11,51,70,3.11
"10188","A02SSH00302","6/29/2004 0:00:00",12,53,70,3.24
"10189","A02SSH00302","6/29/2004 0:00:00",13,55,70,3.4
"10190","A02SSH00302","6/29/2004 0:00:00",14,57,70,3.285
"10191","A02SSH00302","6/29/2004 0:00:00",15,59,69,2.1025
"10192","A02SSH00302","6/29/2004 0:00:00",16,65,66,1.23
"10193","A02SSH00302","6/29/2004 0:00:00",17,68,65,1.16
"10194","A02SSH00302","6/29/2004 0:00:00",18,70,64,1.5375
"10195","A02SSH00302","6/29/2004 0:00:00",19,70,64,1.98
"10196","A02SSH00302","6/29/2004 0:00:00",20,73,63,2.48
"10197","A02SSH00302","6/29/2004 0:00:00",21,73,63,2.655
"10198","A02SSH00302","6/29/2004 0:00:00",22,73,63,1.955
"10199","A02SSH00302","6/29/2004 0:00:00",23,73,63,1.42
"10200","A02SSH00302","6/29/2004 0:00:00",24,73,63,1.755
"10201","A02SSH00302","6/30/2004 0:00:00",1,70,63,1.605
"10202","A02SSH00302","6/30/2004 0:00:00",2,73,63,1.34
"10203","A02SSH00302","6/30/2004 0:00:00",3,70,63,1.185
"10204","A02SSH00302","6/30/2004 0:00:00",4,73,62,1.245
"10205","A02SSH00302","6/30/2004 0:00:00",5,70,62,1.1875
"10206","A02SSH00302","6/30/2004 0:00:00",6,65,63,1.0825
"10207","A02SSH00302","6/30/2004 0:00:00",7,65,63,1.245
"10208","A02SSH00302","6/30/2004 0:00:00",8,61,65,1.305
"10209","A02SSH00302","6/30/2004 0:00:00",9,61,65,0.92
"10210","A02SSH00302","6/30/2004 0:00:00",10,55,68,2.775
"10211","A02SSH00302","6/30/2004 0:00:00",11,51,69,2.4875
"10212","A02SSH00302","6/30/2004 0:00:00",12,53,69,2.3
"10213","A02SSH00302","6/30/2004 0:00:00",13,53,69,2.275
"10214","A02SSH00302","6/30/2004 0:00:00",14,51,70,2.4
"10215","A02SSH00302","6/30/2004 0:00:00",15,53,69,1.485
"10216","A02SSH00302","6/30/2004 0:00:00",16,53,68,0.62
"10217","A02SSH00302","6/30/2004 0:00:00",17,53,68,0.68
"10218","A02SSH00302","6/30/2004 0:00:00",18,55,67,0.62
"10219","A02SSH00302","6/30/2004 0:00:00",19,61,65,0.605
"10220","A02SSH00302","6/30/2004 0:00:00",20,68,64,0.625
"10221","A02SSH00302","6/30/2004 0:00:00",21,70,63,1.855
"10222","A02SSH00302","6/30/2004 0:00:00",22,73,63,1.97
"10223","A02SSH00302","6/30/2004 0:00:00",23,73,63,1.765
"10224","A02SSH00302","6/30/2004 0:00:00",24,75,62,2.235
"10225","A02SSH00302","7/1/2004 0:00:00",1,73,62,2.305
"10226","A02SSH00302","7/1/2004 0:00:00",2,75,60,1.9225
"10227","A02SSH00302","7/1/2004 0:00:00",3,72,61,1.86
"10228","A02SSH00302","7/1/2004 0:00:00",4,81,59,1.435
"10229","A02SSH00302","7/1/2004 0:00:00",5,81,58,1.14
"10230","A02SSH00302","7/1/2004 0:00:00",6,73,62,1.3
"10231","A02SSH00302","7/1/2004 0:00:00",7,68,64,1.155
"10232","A02SSH00302","7/1/2004 0:00:00",8,65,65,0.91
"10233","A02SSH00302","7/1/2004 0:00:00",9,61,67,1.265
"10234","A02SSH00302","7/1/2004 0:00:00",10,61,68,3.005
"10235","A02SSH00302","7/1/2004 0:00:00",11,59,69,3.29
"10236","A02SSH00302","7/1/2004 0:00:00",12,59,70,3.37
"10237","A02SSH00302","7/1/2004 0:00:00",13,55,71,3.395
"10238","A02SSH00302","7/1/2004 0:00:00",14,57,71,3.93
"10239","A02SSH00302","7/1/2004 0:00:00",15,59,70,2.91
"10240","A02SSH00302","7/1/2004 0:00:00",16,59,70,2
"10241","A02SSH00302","7/1/2004 0:00:00",17,61,69,2.335
"10242","A02SSH00302","7/1/2004 0:00:00",18,63,67,1.53
"10243","A02SSH00302","7/1/2004 0:00:00",19,68,65,2.12
"10244","A02SSH00302","7/1/2004 0:00:00",20,73,64,2.045
"10245","A02SSH00302","7/1/2004 0:00:00",21,73,64,2.3675
"10246","A02SSH00302","7/1/2004 0:00:00",22,70,64,2.5375
"10247","A02SSH00302","7/1/2004 0:00:00",23,75,63,2.55
"10248","A02SSH00302","7/1/2004 0:00:00",24,75,63,2.5875
"10249","A02SSH00302","7/2/2004 0:00:00",1,75,64,2.465
"10250","A02SSH00302","7/2/2004 0:00:00",2,75,63,1.435
"10251","A02SSH00302","7/2/2004 0:00:00",3,73,64,1.205
"10252","A02SSH00302","7/2/2004 0:00:00",4,75,63,1.445
"10253","A02SSH00302","7/2/2004 0:00:00",5,73,64,1.09
"10254","A02SSH00302","7/2/2004 0:00:00",6,73,64,1.225
"10255","A02SSH00302","7/2/2004 0:00:00",7,70,65,1.3625
"10256","A02SSH00302","7/2/2004 0:00:00",8,70,65,1.18
"10257","A02SSH00302","7/2/2004 0:00:00",9,68,67,1.49
"10258","A02SSH00302","7/2/2004 0:00:00",10,63,69,3.035
"10259","A02SSH00302","7/2/2004 0:00:00",11,61,71,3.39
"10260","A02SSH00302","7/2/2004 0:00:00",12,57,72,2.84
"10261","A02SSH00302","7/2/2004 0:00:00",13,55,72,2.39
"10262","A02SSH00302","7/2/2004 0:00:00",14,55,72,2.6075
"10263","A02SSH00302","7/2/2004 0:00:00",15,57,72,1.745
"10264","A02SSH00302","7/2/2004 0:00:00",16,59,70,0.74
"10265","A02SSH00302","7/2/2004 0:00:00",17,61,69,0.755
"10266","A02SSH00302","7/2/2004 0:00:00",18,68,67,0.72
"10267","A02SSH00302","7/2/2004 0:00:00",19,73,65,1.455
"10268","A02SSH00302","7/2/2004 0:00:00",20,75,64,1.525
"10269","A02SSH00302","7/2/2004 0:00:00",21,75,64,2.7525
"10270","A02SSH00302","7/2/2004 0:00:00",22,81,62,1.89
"10271","A02SSH00302","7/2/2004 0:00:00",23,78,63,2.1575
"10272","A02SSH00302","7/2/2004 0:00:00",24,78,64,1.8075
"10273","A02SSH00302","7/3/2004 0:00:00",1,78,64,1.805
"10274","A02SSH00302","7/3/2004 0:00:00",2,75,64,1.49
"10275","A02SSH00302","7/3/2004 0:00:00",3,75,64,1.365
"10276","A02SSH00302","7/3/2004 0:00:00",4,81,63,1.37
"10277","A02SSH00302","7/3/2004 0:00:00",5,78,64,1.395
"10278","A02SSH00302","7/3/2004 0:00:00",6,78,64,1.2675
"10279","A02SSH00302","7/3/2004 0:00:00",7,84,63,1.2075
"10280","A02SSH00302","7/3/2004 0:00:00",8,78,64,0.5725
"10281","A02SSH00302","7/3/2004 0:00:00",9,70,66,0.755
"10282","A02SSH00302","7/3/2004 0:00:00",10,63,69,2.4575
"10283","A02SSH00302","7/3/2004 0:00:00",11,64,71,2.795
"10284","A02SSH00302","7/3/2004 0:00:00",12,59,72,2.445
"10285","A02SSH00302","7/3/2004 0:00:00",13,55,73,2.48
"10286","A02SSH00302","7/3/2004 0:00:00",14,59,71,2.79
"10287","A02SSH00302","7/3/2004 0:00:00",15,59,71,1.94
"10288","A02SSH00302","7/3/2004 0:00:00",16,61,70,1.345
"10289","A02SSH00302","7/3/2004 0:00:00",17,63,69,1.1225
"10290","A02SSH00302","7/3/2004 0:00:00",18,70,67,0.7425
"10291","A02SSH00302","7/3/2004 0:00:00",19,75,65,0.845
"10292","A02SSH00302","7/3/2004 0:00:00",20,78,64,1.455
"10293","A02SSH00302","7/3/2004 0:00:00",21,81,63,1.29
"10294","A02SSH00302","7/3/2004 0:00:00",22,81,63,1.885
"10295","A02SSH00302","7/3/2004 0:00:00",23,81,63,1.78
"10296","A02SSH00302","7/3/2004 0:00:00",24,81,63,1.59
"10297","A02SSH00302","7/4/2004 0:00:00",1,81,63,1.725
"10298","A02SSH00302","7/4/2004 0:00:00",2,81,63,1.925
"10299","A02SSH00302","7/4/2004 0:00:00",3,78,63,1.7975
"10300","A02SSH00302","7/4/2004 0:00:00",4,78,63,1.615
"10301","A02SSH00302","7/4/2004 0:00:00",5,78,63,1.62
"10302","A02SSH00302","7/4/2004 0:00:00",6,75,63,1.275
"10303","A02SSH00302","7/4/2004 0:00:00",7,70,66,1.475
"10304","A02SSH00302","7/4/2004 0:00:00",8,68,66,1.3425
"10305","A02SSH00302","7/4/2004 0:00:00",9,59,70,1.4725
"10306","A02SSH00302","7/4/2004 0:00:00",10,57,72,2.835
"10307","A02SSH00302","7/4/2004 0:00:00",11,57,72,2.8025
"10308","A02SSH00302","7/4/2004 0:00:00",12,57,71,3.4275
"10309","A02SSH00302","7/4/2004 0:00:00",13,55,72,2.915
"10310","A02SSH00302","7/4/2004 0:00:00",14,57,72,3.35
"10311","A02SSH00302","7/4/2004 0:00:00",15,57,72,2.125
"10312","A02SSH00302","7/4/2004 0:00:00",16,55,73,1.185
"10313","A02SSH00302","7/4/2004 0:00:00",17,61,71,1.55
"10314","A02SSH00302","7/4/2004 0:00:00",18,66,69,2.69
"10315","A02SSH00302","7/4/2004 0:00:00",19,73,67,1.555
"10316","A02SSH00302","7/4/2004 0:00:00",20,78,65,1.83
"10317","A02SSH00302","7/4/2004 0:00:00",21,78,65,2.57
"10318","A02SSH00302","7/4/2004 0:00:00",22,78,65,2.37
"10319","A02SSH00302","7/4/2004 0:00:00",23,78,65,1.8525
"10320","A02SSH00302","7/4/2004 0:00:00",24,78,65,1.68
"10321","A02SSH00302","7/5/2004 0:00:00",1,78,65,1.7375
"10322","A02SSH00302","7/5/2004 0:00:00",2,78,65,2.12
"10323","A02SSH00302","7/5/2004 0:00:00",3,78,65,2.0125
"10324","A02SSH00302","7/5/2004 0:00:00",4,78,65,1.94
"10325","A02SSH00302","7/5/2004 0:00:00",5,78,65,1.895
"10326","A02SSH00302","7/5/2004 0:00:00",6,78,65,1.9075
"10327","A02SSH00302","7/5/2004 0:00:00",7,81,65,1.7875
"10328","A02SSH00302","7/5/2004 0:00:00",8,76,67,2.18
"10329","A02SSH00302","7/5/2004 0:00:00",9,64,72,1.84
"10330","A02SSH00302","7/5/2004 0:00:00",10,60,75,3.615
"10331","A02SSH00302","7/5/2004 0:00:00",11,58,76,3.6675
"10332","A02SSH00302","7/5/2004 0:00:00",12,54,77,3.4775
"10333","A02SSH00302","7/5/2004 0:00:00",13,58,75,3.1625
"10334","A02SSH00302","7/5/2004 0:00:00",14,59,73,3.18
"10335","A02SSH00302","7/5/2004 0:00:00",15,64,72,2.37
"10336","A02SSH00302","7/5/2004 0:00:00",16,62,72,1.43
"10337","A02SSH00302","7/5/2004 0:00:00",17,66,70,1.485
"10338","A02SSH00302","7/5/2004 0:00:00",18,73,68,1.395
"10339","A02SSH00302","7/5/2004 0:00:00",19,76,66,1.6175
"10340","A02SSH00302","7/5/2004 0:00:00",20,81,65,1.65
"10341","A02SSH00302","7/5/2004 0:00:00",21,81,65,2.185
"10342","A02SSH00302","7/5/2004 0:00:00",22,84,64,2.57
"10343","A02SSH00302","7/5/2004 0:00:00",23,84,64,2.565
"10344","A02SSH00302","7/5/2004 0:00:00",24,84,64,3.24
"10345","A02SSH00302","7/6/2004 0:00:00",1,84,63,2.32
"10346","A02SSH00302","7/6/2004 0:00:00",2,87,63,2.4525
"10347","A02SSH00302","7/6/2004 0:00:00",3,87,63,1.905
"10348","A02SSH00302","7/6/2004 0:00:00",4,84,64,1.82
"10349","A02SSH00302","7/6/2004 0:00:00",5,84,64,1.5175
"10350","A02SSH00302","7/6/2004 0:00:00",6,84,64,1.575
"10351","A02SSH00302","7/6/2004 0:00:00",7,81,65,1.47
"10352","A02SSH00302","7/6/2004 0:00:00",8,84,64,1.495
"10353","A02SSH00302","7/6/2004 0:00:00",9,81,66,1.65
"10354","A02SSH00302","7/6/2004 0:00:00",10,78,68,3.215
"10355","A02SSH00302","7/6/2004 0:00:00",11,66,73,3.0675
"10356","A02SSH00302","7/6/2004 0:00:00",12,71,70,3.19
"10357","A02SSH00302","7/6/2004 0:00:00",13,66,71,3.525
"10358","A02SSH00302","7/6/2004 0:00:00",14,60,74,3.26
"10359","A02SSH00302","7/6/2004 0:00:00",15,64,71,2.42
"10360","A02SSH00302","7/6/2004 0:00:00",16,62,72,2.37
"10361","A02SSH00302","7/6/2004 0:00:00",17,66,70,1.6925
"10362","A02SSH00302","7/6/2004 0:00:00",18,71,68,1.625
"10363","A02SSH00302","7/6/2004 0:00:00",19,81,64,1.525
"10364","A02SSH00302","7/6/2004 0:00:00",20,78,64,1.7
"10365","A02SSH00302","7/6/2004 0:00:00",21,84,63,2.395
"10366","A02SSH00302","7/6/2004 0:00:00",22,81,64,2.645
"10367","A02SSH00302","7/6/2004 0:00:00",23,81,64,2.31
"10368","A02SSH00302","7/6/2004 0:00:00",24,84,64,2.155
"10369","A02SSH00302","7/7/2004 0:00:00",1,81,64,2.175
"10370","A02SSH00302","7/7/2004 0:00:00",2,81,64,1.88
